76ers,Bucks,Bulls,Cavaliers,Celtics,Clippers,Grizzlies,Hawks,Heat,Hornets,Jazz,Kings,Knicks,Lakers,Magic,Mavericks,Nets,Nuggets,Pacers,Pelicans,Pistons,Raptors,Rockets,Spurs,Suns,Thunder,Timberwolves,Trail Blazers,Warriors,Wizards
56,53,36,48,63,63,18,33,35,13,22,38,55,44,46,48,35,56,45,47,17,26,41,18,41,58,57,18,42,20
52,52,30,45,67,59,32,34,34,15,15,42,55,39,44,45,40,53,42,40,18,29,43,20,49,59,59,18,44,18
42,44,33,45,66,57,18,49,31,25,22,32,53,42,46,44,30,54,48,56,20,26,43,24,53,59,57,13,42,18
60,49,31,40,60,63,17,34,33,19,25,38,61,37,39,43,30,61,44,44,14,35,40,20,54,63,61,15,41,21
55,40,28,48,62,56,24,36,38,18,25,40,58,48,43,46,41,52,42,52,19,29,35,20,42,56,57,15,47,20
65,45,28,41,63,52,25,35,39,17,28,42,54,35,45,44,30,63,43,56,22,36,36,16,46,52,54,19,39,22
62,52,31,42,67,61,15,40,39,20,27,35,51,37,47,41,40,56,41,47,21,26,40,14,45,64,57,17,40,17
56,45,33,52,65,61,22,37,39,20,22,42,57,34,43,43,38,52,41,50,24,24,46,21,44,60,56,15,35,15
55,55,35,37,64,52,22,33,38,21,28,36,46,39,46,48,39,62,43,52,19,33,43,19,46,57,52,8,46,18
61,38,32,46,66,62,21,29,41,20,24,41,48,35,41,38,38,60,45,49,24,30,47,21,40,58,52,19,43,23
63,47,27,44,65,57,25,39,41,11,21,39,60,41,49,35,40,57,53,44,20,22,39,26,36,58,55,21,39,18
61,50,32,47,67,55,30,39,34,18,25,41,49,35,56,42,26,54,42,49,20,24,44,20,44,56,51,15,42,24
57,47,31,50,68,52,23,42,40,18,29,39,46,31,51,45,34,59,42,52,25,37,44,20,46,55,53,18,27,11
59,54,33,48,67,51,15,34,37,22,24,39,56,33,40,46,31,56,47,43,23,33,43,20,46,58,57,15,43,19
66,44,30,46,70,58,20,26,50,19,20,37,50,36,39,46,43,59,40,48,19,32,43,16,47,54,57,18,37,22
63,46,27,51,59,63,23,30,44,23,21,38,52,43,44,37,35,56,42,44,20,25,43,17,48,57,62,16,40,23
70,38,31,52,63,52,28,35,36,19,25,36,57,37,48,54,37,54,46,45,19,26,36,18,37,51,62,18,39,23
60,47,27,42,61,53,19,39,42,14,26,46,55,39,45,46,32,57,49,43,15,31,45,18,49,59,53,17,42,21
55,46,27,37,67,63,24,42,43,14,21,44,50,37,47,37,35,53,45,52,26,32,42,19,47,54,56,20,41,16
61,52,36,47,68,56,25,35,42,15,21,37,49,36,44,45,35,60,56,49,20,30,32,13,44,53,51,20,46,14
55,43,23,48,65,57,23,37,39,12,18,44,41,41,50,47,35,55,47,50,17,37,36,19,47,65,63,20,38,20
64,48,33,48,65,50,16,35,42,18,25,35,45,35,58,44,25,61,41,49,23,27,44,18,33,61,54,24,50,21
58,49,35,43,64,53,24,39,39,12,29,36,49,37,53,43,41,57,45,48,23,35,29,14,48,53,55,18,42,21
55,53,29,43,66,55,17,41,37,16,24,37,57,34,43,44,36,54,46,52,18,25,45,20,44,62,61,17,42,19
54,43,34,41,69,57,24,35,44,20,15,40,49,41,48,44,34,63,51,51,17,23,42,15,46,58,59,16,40,19
57,46,23,45,69,60,17,31,34,18,23,30,60,33,47,45,28,57,51,47,24,37,43,22,52,56,58,18,43,18
49,52,30,47,72,49,14,43,36,15,19,39,50,38,51,45,29,64,47,43,17,32,39,16,50,59,55,27,49,16
57,55,35,41,62,52,17,33,47,14,21,35,49,37,48,48,45,59,49,48,27,21,33,17,48,57,51,23,42,21
59,43,35,41,68,54,22,44,46,23,23,46,53,36,45,54,28,52,47,51,21,31,38,17,46,60,45,16,33,15
60,53,24,44,64,50,16,36,37,22,23,39,58,43,47,48,35,61,50,49,19,30,40,16,43,58,53,20,35,19
60,50,27,46,66,61,29,41,35,18,20,33,52,37,49,57,33,59,47,47,12,32,32,19,48,60,47,17,40,18
57,46,28,43,70,52,21,35,42,12,26,40,52,27,59,51,38,58,38,53,19,37,35,14,46,55,55,18,51,14
56,50,29,47,65,58,19,41,48,15,22,35,53,29,46,37,32,57,44,51,26,35,37,15,40,58,55,22,49,21
64,50,21,41,58,57,27,43,47,16,28,42,57,41,47,42,35,59,43,44,17,34,31,14,47,58,53,19,43,14
64,49,31,39,67,56,16,38,39,19,27,40,56,38,44,49,31,59,43,54,18,24,41,15,48,59,57,17,38,16
62,48,35,44,61,60,28,39,46,15,21,45,60,34,46,50,37,62,38,46,21,30,25,20,39,50,56,14,42,18
57,45,26,46,68,54,23,35,33,15,28,37,56,26,45,52,41,55,50,45,21,31,33,22,54,54,60,15,51,14
62,48,30,44,59,58,22,38,41,13,30,38,53,37,49,44,41,50,38,44,18,32,43,18,45,59,52,15,51,20
59,48,27,42,59,57,22,34,49,24,26,36,47,38,47,37,24,65,44,52,17,39,38,25,42,67,54,16,36,21
60,45,24,42,62,52,23,39,35,23,26,42,52,43,46,49,34,52,45,47,18,35,37,17,50,55,57,15,44,23
65,45,31,36,65,56,18,36,44,21,18,39,50,39,42,49,29,55,45,50,20,31,43,22,41,58,54,21,47,22
55,47,34,46,63,58,21,34,42,11,33,46,51,36,48,45,33,56,49,48,17,36,40,15,48,50,53,22,44,11
63,49,30,42,64,47,22,31,37,18,29,40,51,42,56,45,32,59,44,42,23,38,39,15,37,58,65,17,37,20
59,50,35,41,69,57,18,32,33,16,24,45,53,35,53,44,31,60,42,48,25,30,38,22,41,54,58,17,40,22
50,45,35,42,66,59,16,35,40,16,19,38,52,36,48,50,40,54,53,52,25,32,37,22,45,54,54,18,40,19
59,53,27,30,67,54,23,39,31,18,26,43,54,32,47,40,36,57,53,51,19,32,45,19,42,61,53,18,45,18
55,52,26,41,60,53,17,28,39,18,29,36,55,37,50,44,31,59,44,55,21,33,43,18,46,54,55,23,46,24
56,44,27,39,65,50,26,41,36,13,23,41,52,41,44,45,35,53,40,54,34,31,44,20,47,58,61,14,39,19
64,43,29,50,62,46,22,38,41,16,22,44,48,37,49,39,33,60,46,51,22,34,34,18,49,57,51,19,47,21
53,42,36,51,65,56,19,39,33,16,33,38,54,40,42,43,25,51,46,47,22,36,45,14,53,61,58,14,33,27
51,54,32,41,63,51,23,36,45,16,27,43,53,35,46,43,39,47,37,52,26,30,40,15,48,58,61,19,43,18
56,52,22,35,64,52,24,35,39,16,32,41,57,42,52,39,33,59,52,45,21,25,39,20,51,54,54,18,42,21
55,45,26,45,71,59,19,28,39,11,22,45,54,35,48,43,39,62,47,48,22,35,45,10,43,57,58,21,39,21
48,46,35,41,68,57,19,36,32,22,26,31,60,40,47,50,29,57,44,51,23,34,41,17,40,58,61,17,42,20
59,51,30,42,67,54,16,42,46,14,19,41,45,35,52,46,36,63,49,48,14,28,35,21,52,56,54,16,40,21
55,45,19,48,61,54,24,35,48,16,23,40,54,33,51,38,33,55,42,55,22,36,42,16,50,57,55,15,48,22
57,47,24,44,62,55,23,38,40,16,28,34,61,31,59,44,33,49,43,53,28,29,34,24,45,59,53,23,36,20
56,50,28,50,67,57,23,31,41,19,25,34,57,36,42,38,35,60,46,50,26,35,43,20,39,53,55,14,39,23
60,44,28,52,64,55,20,39,35,19,23,37,55,35,45,54,34,58,47,53,15,34,30,17,44,54,63,20,41,17
58,46,38,46,67,59,20,35,37,19,27,42,46,35,46,43,30,60,45,53,13,35,41,12,45,60,60,20,35,19
60,56,28,43,64,50,19,36,35,20,22,43,52,34,50,48,34,60,44,51,26,26,40,17,49,51,56,21,36,21
63,50,30,37,60,54,21,27,36,19,25,47,55,34,44,47,37,54,43,48,16,35,42,18,51,58,56,17,47,21
53,52,35,42,63,51,22,37,36,12,26,40,49,35,44,51,41,62,44,54,22,29,40,15,45,58,56,20,40,18
57,50,29,50,57,55,18,38,35,19,31,42,56,44,52,43,31,54,39,49,20,33,35,18,42,61,58,16,43,17
64,54,20,39,65,52,29,35,38,17,23,36,55,44,50,40,30,54,37,50,19,34,47,22,41,61,54,22,40,20
60,53,29,40,71,55,14,32,38,23,22,43,57,38,44,46,36,56,44,50,17,32,40,18,45,59,53,14,45,18
61,45,31,43,62,52,24,38,37,12,31,38,51,43,52,40,34,50,49,46,21,24,35,20,56,53,57,20,45,22
57,49,41,44,70,51,23,30,41,23,23,40,52,36,43,44,37,55,48,46,19,33,35,23,45,54,52,16,45,17
60,48,32,45,60,54,29,39,42,19,29,36,48,30,49,44,33,62,41,49,21,30,38,18,48,55,51,22,40,20
64,43,26,49,61,50,25,36,45,21,19,33,49,36,45,47,37,64,46,49,23,33,36,17,44,60,54,18,44,18
65,49,27,45,62,53,18,34,41,18,23,43,49,38,46,50,38,59,38,44,18,30,43,16,45,59,55,15,46,25
70,51,37,45,62,55,22,36,33,18,29,40,43,38,47,40,33,59,47,44,24,32,43,17,42,51,56,21,33,24
61,47,24,46,67,56,24,37,42,15,26,34,56,37,46,40,23,65,46,57,23,29,38,28,46,59,53,21,30,16
55,54,26,41,64,59,20,32,40,20,27,35,50,37,49,56,27,57,38,49,19,31,36,25,43,55,58,25,45,19
52,42,30,49,67,61,21,37,41,22,27,42,50,45,47,44,32,58,35,46,17,37,35,13,49,53,58,19,43,20
61,51,32,42,68,57,19,33,42,22,26,41,53,41,51,40,31,56,43,53,14,25,38,20,52,55,55,19,34,18
63,51,30,40,64,57,22,33,33,20,26,33,44,38,45,46,34,64,42,47,25,26,38,18,43,56,56,24,49,25
54,48,32,47,67,45,18,30,43,18,19,37,58,34,48,46,33,57,51,54,24,28,31,18,45,60,65,21,44,17
56,47,25,47,67,57,27,38,46,20,27,30,53,41,40,50,31,53,48,46,13,27,37,22,45,62,61,12,43,21
57,46,39,47,62,55,23,31,37,15,27,42,62,39,40,53,31,54,47,48,18,28,43,17,47,53,51,22,38,20
61,53,27,46,58,62,21,38,31,20,22,33,51,41,50,43,31,59,49,50,18,34,42,24,49,53,52,12,40,22
60,48,32,46,63,50,20,43,37,18,21,45,45,28,44,43,35,55,48,41,23,28,44,20,51,61,53,26,44,20
57,53,22,48,65,62,17,36,35,16,22,38,54,36,43,48,38,58,41,44,17,34,39,19,48,54,51,20,51,26
58,42,33,52,59,51,24,40,45,16,27,40,44,38,50,42,42,60,46,46,21,33,34,13,46,47,61,19,40,23
60,49,29,40,63,53,16,38,27,13,25,38,59,35,46,50,27,58,44,46,26,35,44,17,53,56,56,25,45,19
54,49,27,47,65,53,21,33,43,18,27,42,54,28,51,49,32,61,51,42,17,31,39,14,41,66,56,19,42,20
61,41,34,41,64,54,30,31,41,17,24,43,51,37,55,41,38,55,44,46,22,38,41,18,42,59,50,21,37,16
54,44,26,43,68,58,19,37,39,21,24,41,53,33,42,49,34,59,47,45,17,26,37,21,52,59,60,21,41,22
49,53,38,46,61,61,21,35,39,22,26,43,49,32,44,40,33,59,47,48,28,37,39,15,43,50,49,17,48,20
52,56,29,40,60,54,17,35,45,25,20,43,50,26,47,46,38,61,42,53,15,28,45,23,52,55,59,25,34,17
61,51,32,38,64,60,25,36,32,15,27,42,51,36,48,41,34,61,47,46,22,34,38,20,48,51,56,14,41,21
55,40,23,44,62,56,28,35,43,16,25,40,62,34,48,42,34,59,39,44,26,35,39,19,46,55,62,24,37,20
59,49,33,41,68,59,25,33,42,14,25,43,48,37,50,48,40,54,47,44,18,29,35,17,40,62,53,16,46,17
58,40,26,42,65,53,20,29,42,23,22,44,62,37,47,36,31,57,43,53,19,35,43,22,41,60,54,25,47,16
62,48,27,46,62,59,24,33,37,17,27,36,51,32,50,43,36,60,46,49,24,33,39,15,44,59,49,17,46,21
67,41,26,47,60,51,19,40,28,21,21,38,53,43,50,46,42,54,47,50,20,37,42,20,42,58,51,19,39,20
58,47,28,35,66,49,26,40,36,19,31,36,52,39,48,42,35,63,49,50,27,29,39,18,44,63,57,15,37,14
48,52,30,46,64,59,19,36,44,19,21,34,52,26,44,50,43,58,35,52,20,29,36,19,48,60,61,14,53,20
59,44,30,42,61,50,15,28,48,16,30,43,62,38,53,51,38,54,38,47,20,32,43,19,38,51,55,25,40,22
57,54,36,47,64,59,20,37,45,17,18,30,54,36,51,45,30,55,52,50,19,28,41,16,42,56,51,16,46,20
57,60,26,45,69,53,33,38,38,16,22,36,61,36,49,48,40,54,44,47,14,23,40,15,45,52,51,14,47,19
57,48,32,41,68,50,25,29,37,16,26,37,57,39,48,46,32,56,45,43,26,24,46,16,41,61,59,20,44,23
55,47,31,43,69,53,20,44,41,12,20,37,57,38,49,45,40,59,46,58,22,29,39,16,42,55,61,18,35,11
60,47,32,45,63,52,24,37,43,20,29,43,59,33,48,47,34,59,42,47,16,29,33,16,49,58,49,19,42,17
60,45,34,37,67,59,25,39,39,18,19,44,52,39,49,39,34,50,47,48,21,29,38,24,42,61,61,14,35,23
58,55,26,44,65,51,29,31,42,22,23,34,52,42,47,42,37,58,41,50,18,30,33,22,41,59,61,22,39,18
61,46,26,53,57,54,22,33,36,18,25,47,52,32,60,43,34,56,46,42,23,25,41,20,42,56,51,22,53,16
60,39,32,47,62,55,27,40,45,19,16,44,52,33,49,46,29,50,55,51,16,31,38,18,46,56,54,15,46,21
56,47,25,49,67,55,19,35,43,19,28,47,46,32,53,46,36,57,46,45,18,28,40,18,38,60,61,23,35,20
57,48,23,40,66,55,26,27,33,18,26,40,61,30,54,45,29,60,50,49,29,29,33,18,38,56,63,17,47,25
57,50,34,36,67,59,22,40,38,20,31,34,45,32,50,43,38,55,44,46,20,34,35,14,47,64,66,17,35,19
61,37,34,39,64,61,17,40,46,22,28,46,47,39,54,47,30,56,41,45,18,23,37,17,56,60,48,25,32,22
59,56,40,39,65,50,22,33,31,18,23,37,49,33,46,47,36,57,50,48,23,39,44,21,38,64,55,15,38,16
59,47,30,48,66,53,20,36,33,15,18,40,51,27,50,44,35,55,56,52,20,29,38,22,50,64,49,21,43,21
59,47,24,48,69,49,23,42,38,21,29,42,57,30,53,48,38,53,32,52,19,27,44,18,42,60,46,20,45,17
58,47,30,41,72,51,22,46,41,20,26,41,47,36,47,48,33,56,40,44,17,28,32,14,46,62,53,23,46,25
61,50,30,52,66,58,24,31,34,16,24,34,51,35,56,46,33,56,39,45,22,36,37,17,48,53,54,23,44,17
59,51,32,44,61,57,29,45,40,14,24,38,44,41,46,41,34,53,56,46,25,31,32,19,45,61,48,19,39,18
58,53,31,48,64,63,21,31,44,17,23,41,51,31,54,46,36,54,46,45,24,24,43,16,43,63,54,19,37,12
57,42,32,41,67,56,21,39,41,19,23,40,50,35,44,49,35,60,38,47,22,30,38,19,50,65,53,8,44,27
52,47,30,48,64,55,17,35,37,12,27,45,49,41,46,44,38,57,39,46,23,32,37,17,51,58,62,24,41,18
58,43,31,38,61,59,25,44,32,16,26,36,55,38,55,35,36,60,43,48,23,35,42,16,41,59,59,19,46,13
61,54,30,42,65,56,23,38,40,14,20,41,52,34,47,44,32,55,40,46,21,33,33,23,49,54,61,23,40,21
62,50,30,44,63,56,21,31,38,16,27,38,57,39,48,42,39,53,45,53,18,30,42,17,51,56,52,22,41,11
60,49,31,50,65,62,21,39,36,13,28,38,51,37,44,47,32,54,48,46,16,29,40,14,49,54,66,14,44,15
57,48,35,47,66,52,22,34,33,17,18,34,59,41,48,42,28,52,46,54,17,29,35,23,54,66,56,18,41,20
47,53,28,45,66,46,16,37,37,17,24,41,49,40,51,48,30,64,43,53,21,32,40,21,44,63,53,16,46,21
63,47,35,43,66,55,22,38,33,19,18,46,50,31,47,47,30,56,39,39,20,27,48,16,51,61,60,22,39,24
52,46,25,47,63,50,25,39,32,18,29,46,54,43,52,40,41,55,48,44,19,32,40,13,47,58,53,21,43,17
58,48,30,44,65,60,23,38,39,9,19,41,52,35,44,45,35,62,43,44,18,35,42,19,47,54,57,17,53,16
53,46,32,47,61,61,24,44,34,15,26,39,51,44,45,42,33,54,50,49,17,32,37,18,50,53,57,19,39,20
53,38,29,38,62,51,24,36,35,17,24,35,51,38,48,42,35,56,45,56,19,35,51,22,53,54,55,21,44,25
56,43,30,45,61,48,28,39,40,21,23,38,51,35,52,44,32,62,44,50,21,28,37,25,45,57,61,23,35,18
64,55,28,47,63,54,29,33,37,17,24,41,57,35,50,45,31,58,40,45,17,30,40,16,41,62,57,18,39,19
60,52,28,40,67,58,29,43,41,18,26,44,44,38,46,50,32,58,47,50,17,27,35,14,43,53,59,17,43,13
54,44,29,44,67,51,28,35,36,17,29,43,49,34,55,41,33,58,47,50,21,34,39,12,52,57,52,18,47,16
63,46,25,48,63,55,15,38,43,16,20,43,54,39,46,51,44,52,44,50,10,29,34,19,51,60,62,20,36,16
51,52,33,49,67,57,14,34,38,16,23,43,43,34,51,38,37,55,49,56,24,26,37,19,40,63,57,18,45,23
55,40,35,51,64,60,22,32,42,17,20,36,59,34,49,48,30,60,49,45,15,30,37,16,53,57,57,20,41,18
59,49,26,42,67,61,21,45,39,18,26,34,47,34,40,48,38,58,38,54,21,37,39,21,47,61,54,14,36,18
61,54,28,45,73,55,22,36,33,16,25,36,41,32,45,48,27,55,43,45,21,31,42,20,49,61,60,14,52,22
64,45,25,39,68,61,24,40,38,16,23,40,52,29,44,54,38,53,39,52,17,41,40,18,35,53,57,17,51,19
56,41,24,38,69,55,22,44,34,23,21,41,52,37,47,34,37,61,47,43,29,33,43,19,45,64,55,21,40,17
52,58,24,37,69,52,18,38,39,14,26,47,53,33,39,50,41,55,50,39,18,35,46,19,43,58,55,18,42,24
62,44,26,45,71,59,24,42,32,22,30,33,52,34,51,48,29,64,45,45,16,26,40,18,39,55,57,17,42,24
64,46,26,45,73,58,21,42,37,16,29,38,51,39,53,40,30,49,33,45,21,34,37,18,46,59,57,21,43,21
60,48,35,45,67,60,21,42,32,19,23,36,51,34,41,40,40,60,43,52,19,28,38,17,48,59,58,17,40,19
57,48,35,39,68,54,22,35,38,20,22,41,58,32,54,36,24,59,50,49,22,28,45,20,43,56,55,16,45,21
56,41,28,50,63,61,25,43,35,12,29,39,48,29,52,44,38,54,34,47,21,34,43,17,49,62,57,22,39,20
64,53,32,41,65,53,27,34,41,16,24,39,51,42,47,40,39,54,43,42,16,29,41,19,44,56,56,23,42,19
61,44,30,46,66,51,25,37,35,17,23,43,46,39,48,46,35,57,39,49,22,30,38,17,55,53,63,19,35,23
55,47,29,44,60,58,15,35,36,20,22,38,52,44,44,45,39,58,47,43,23,32,40,15,51,62,61,18,44,15
56,50,24,41,65,54,27,38,41,20,30,42,51,32,45,36,36,58,48,59,18,31,40,13,51,60,53,16,39,18
66,50,29,47,67,52,19,36,37,17,34,40,58,33,41,43,33,54,45,44,20,25,35,15,49,59,57,26,44,17
55,41,35,48,62,59,20,40,34,21,28,42,48,39,50,45,33,58,49,43,27,33,35,14,43,55,60,18,43,14
59,43,43,43,66,51,20,38,43,17,23,33,51,40,45,47,32,57,37,52,17,28,37,20,42,65,59,22,42,20
59,44,34,44,68,55,26,31,38,24,28,38,51,32,51,43,38,57,32,42,18,29,41,18,49,58,61,18,43,22
59,46,28,45,71,54,24,38,41,10,21,37,53,41,45,41,29,57,48,47,18,29,44,18,39,65,60,18,46,20
56,49,27,45,60,56,22,48,48,17,28,39,52,36,51,49,39,45,48,52,13,29,35,17,50,55,50,14,43,19
57,44,33,43,67,57,27,41,39,17,21,37,51,36,43,46,34,54,46,50,19,29,41,20,49,63,56,20,36,16
57,49,33,47,67,48,26,33,38,15,30,36,54,47,46,47,32,50,45,51,19,35,39,14,50,56,55,19,35,19
62,51,35,42,63,61,22,42,39,20,29,36,50,36,45,46,40,54,44,52,22,28,36,20,43,59,44,15,42,14
58,54,27,43,63,62,24,36,33,19,24,48,50,28,53,47,39,50,41,45,16,30,30,26,40,64,59,18,45,20
64,50,32,47,66,50,23,30,28,16,23,41,54,28,44,42,37,58,45,47,26,28,47,17,40,55,60,18,51,25
51,46,26,38,63,54,27,38,45,18,18,38,53,41,50,47,31,62,52,51,21,27,36,17,49,62,55,20,35,21
62,39,30,45,64,58,24,34,42,18,29,30,53,39,55,38,37,60,48,49,19,35,38,12,43,50,59,18,50,14
56,46,37,35,66,53,17,34,37,16,28,40,52,43,43,35,37,63,51,52,18,30,43,13,47,60,61,18,38,23
59,41,28,46,69,64,25,33,39,19,29,34,48,31,50,43,39,60,45,40,27,28,42,14,43,59,63,17,39,18
63,52,31,43,66,50,24,31,41,18,29,32,54,38,47,39,35,60,40,46,21,34,38,20,46,55,64,14,49,12
56,60,27,42,64,60,21,43,34,16,22,45,47,39,44,40,25,52,41,53,25,32,46,14,52,48,60,22,43,19
52,45,29,40,73,55,21,38,39,21,24,28,53,35,48,52,46,54,42,44,23,23,38,21,44,61,60,18,41,24
60,44,28,40,65,59,25,36,44,19,26,34,55,35,51,45,33,54,42,45,21,35,39,19,43,56,54,16,48,21
56,45,28,41,67,57,27,40,29,20,25,38,57,35,45,42,32,61,41,53,22,34,42,12,41,66,54,19,42,21
57,47,28,49,66,62,24,36,36,15,23,44,56,37,42,42,29,62,44,47,15,26,42,21,43,59,54,27,38,21
64,47,25,43,69,53,16,37,35,21,26,39,58,38,51,39,36,59,46,50,13,35,33,19,44,58,49,20,44,25
65,50,31,44,66,50,21,31,41,16,25,44,56,34,49,45,32,52,49,49,22,28,39,15,48,57,54,15,45,19
56,55,29,49,66,58,21,35,37,22,20,42,50,42,45,38,39,54,41,51,19,28,34,16,43,59,55,25,40,23
54,48,21,47,62,54,26,43,31,21,25,39,49,36,46,47,33,49,46,46,20,36,35,19,46,67,55,21,47,23
54,40,34,42,58,56,28,43,49,17,26,30,50,39,50,48,33,54,38,44,21,27,41,14,51,62,64,16,40,23
53,51,29,38,65,59,19,44,43,25,25,32,49,38,46,41,31,59,45,47,20,28,46,22,50,53,58,15,44,17
56,57,32,43,63,58,18,33,41,21,20,38,50,34,43,52,29,53,43,54,20,35,32,21,43,60,61,21,42,19
58,39,29,43,67,59,24,42,42,13,30,37,54,35,51,42,42,62,46,49,17,29,37,23,46,51,55,17,38,15
52,53,32,42,67,55,16,33,49,18,24,38,56,42,46,38,38,62,40,50,20,29,37,18,50,50,59,20,40,18
62,43,25,41,63,51,22,29,44,12,28,39,51,42,46,46,36,55,44,51,27,29,40,14,48,63,58,21,45,17
71,53,28,44,61,59,24,40,32,17,30,37,45,34,50,45,34,53,39,46,20,32,47,19,38,69,57,16,34,18
58,48,27,48,64,54,24,30,45,22,26,34,52,37,50,46,32,62,36,46,25,36,39,11,47,59,55,19,41,19
59,43,30,44,70,60,20,39,34,16,25,36,55,36,56,33,38,60,43,46,24,27,38,21,45,54,65,19,36,20
56,49,33,45,67,60,18,42,41,21,26,40,53,32,45,43,36,46,38,49,22,18,39,19,55,63,58,21,41,16
57,47,31,46,65,58,17,43,39,18,28,36,50,34,49,45,33,54,32,55,23,29,35,23,45,57,55,21,43,24
58,49,33,34,71,60,19,39,35,16,28,37,53,38,39,43,32,56,56,49,18,30,41,17,44,57,60,15,44,21
59,50,25,42,59,62,28,34,43,21,28,39,50,30,53,44,38,60,45,43,16,31,37,17,44,56,56,23,40,19
54,44,34,51,64,52,19,35,38,16,26,52,56,28,45,42,37,56,44,45,23,30,31,20,51,66,52,20,35,26
59,47,24,46,67,51,20,40,39,22,28,38,53,36,48,44,33,52,40,47,19,33,34,26,53,52,59,18,48,16
60,48,36,41,65,55,19,39,33,16,26,41,50,41,47,43,37,56,43,50,19,31,42,16,44,64,55,16,40,19
61,51,24,40,61,52,25,40,42,18,21,34,50,24,49,52,41,55,37,54,28,30,37,20,51,62,54,21,43,15
54,39,31,45,67,59,24,42,44,17,25,44,54,42,43,50,29,56,43,54,20,34,36,14,46,60,51,15,32,22
61,50,33,44,67,53,27,41,40,14,28,36,54,37,52,47,33,53,44,41,21,28,38,22,45,53,56,15,37,22
60,51,23,46,68,56,20,38,38,20,34,36,43,28,48,52,29,59,47,48,18,34,47,16,44,56,58,17,45,13
55,44,31,38,65,60,19,35,46,21,31,25,58,37,47,48,38,59,37,49,21,30,40,14,50,64,48,20,47,15
62,51,28,37,66,46,15,41,37,19,21,39,53,37,39,60,28,54,44,51,30,32,38,17,51,58,49,23,43,23
57,49,31,41,66,63,19,36,39,23,23,35,52,45,45,46,31,54,50,47,25,28,37,18,46,60,53,18,37,18
57,49,28,36,64,52,29,31,45,21,30,40,48,42,43,40,40,57,40,45,20,33,44,16,54,54,55,15,42,22
61,47,24,43,67,53,19,37,31,26,27,37,52,34,43,59,37,57,48,44,15,31,46,15,44,59,60,21,35,20
63,39,31,43,64,58,20,36,39,15,29,40,49,37,46,42,45,56,45,37,24,35,38,21,54,58,53,20,40,15
57,51,32,39,66,51,15,35,35,16,29,45,53,40,49,52,31,58,50,42,18,28,33,22,40,66,56,16,46,21
57,39,25,45,66,53,18,38,35,16,27,39,64,39,55,45,31,62,42,56,19,34,39,15,50,56,52,20,36,19
69,49,24,47,66,60,22,44,43,22,19,40,52,37,44,41,40,50,43,46,19,24,32,24,43,60,53,18,42,19
53,46,27,45,64,52,20,41,39,19,23,39,55,33,54,42,33,55,49,50,12,33,46,21,44,56,58,24,42,17
60,54,30,51,62,50,15,36,32,15,29,39,58,37,50,50,32,56,39,50,17,30,44,15,45,54,58,16,46,22
46,40,41,44,64,49,25,31,35,18,27,37,56,38,42,46,37,49,48,53,26,34,45,18,58,57,53,18,42,15
60,44,34,46,64,57,26,38,43,15,28,39,52,26,47,47,30,55,45,56,15,31,39,20,44,56,62,18,37,18
52,48,22,44,61,61,20,33,40,15,22,41,51,38,47,46,29,62,43,65,22,29,38,17,51,56,57,19,43,20
57,41,25,43,63,59,21,33,38,19,26,37,56,42,47,49,33,57,50,44,21,24,43,17,40,55,57,25,45,25
59,54,27,46,62,50,20,39,32,17,26,39,49,41,47,43,36,61,42,49,25,30,39,15,43,59,58,23,38,23
62,49,36,45,64,57,22,37,39,17,18,42,50,35,45,40,37,52,47,48,12,31,44,19,48,66,58,21,39,12
61,54,22,48,71,56,29,33,29,23,29,39,53,35,45,43,29,49,51,45,19,33,41,13,50,56,57,18,37,24
60,48,28,50,63,57,24,41,38,15,34,31,50,37,42,39,34,60,42,42,18,37,42,19,53,51,55,16,42,24
58,49,33,42,70,57,21,30,46,21,25,35,50,40,53,40,36,54,40,50,19,22,42,12,46,61,51,20,45,24
60,50,26,44,62,49,23,40,50,26,28,40,57,41,39,44,36,50,41,42,18,31,33,16,46,57,61,21,40,21
57,48,32,56,59,54,22,38,41,16,26,39,57,33,45,37,31,54,44,53,20,31,34,17,49,61,55,17,46,20
61,51,33,41,62,56,25,38,31,20,28,47,54,35,50,47,26,55,44,45,21,28,38,18,42,57,59,21,37,22
50,45,28,45,64,55,22,36,40,22,31,32,56,30,48,43,33,50,57,53,22,35,36,18,51,54,57,21,37,21
52,50,26,42,67,52,22,32,35,21,32,40,52,38,41,39,35,58,46,49,18,35,44,18,46,58,56,18,47,23
62,50,28,48,67,61,17,45,38,16,21,43,51,40,33,37,29,55,45,46,19,34,36,18,51,57,64,25,38,18
60,46,28,48,66,56,16,30,35,15,21,46,55,41,46,46,37,61,44,51,18,38,37,17,45,50,58,19,43,19
51,44,29,47,68,55,23,34,38,15,25,35,47,39,47,47,39,55,46,51,26,30,42,16,46,58,58,17,40,24
53,44,32,52,62,61,26,40,35,20,21,41,50,38,46,46,31,52,48,49,22,31,39,15,41,61,62,16,39,19
52,47,26,48,64,60,18,32,31,19,23,45,53,42,42,50,37,56,45,42,20,25,48,20,45,61,59,18,46,18
63,51,33,45,59,56,33,37,41,21,26,45,51,29,48,42,34,52,37,46,14,30,41,17,41,61,45,24,46,24
63,54,29,42,64,53,16,39,38,20,27,44,55,31,41,49,33,51,47,49,20,29,44,20,47,54,62,17,38,16
